date,nav
2007-03-07,10.559
2007-03-08,10.545
2007-03-09,10.639
2007-03-12,10.653
2007-03-13,10.64
2007-03-14,10.499
2007-03-15,10.418
2007-03-16,10.506
2007-03-19,10.506
2007-03-20,10.462
2007-03-21,10.656
2007-03-22,10.743
2007-03-23,10.767
2007-03-26,10.823
2007-03-27,10.787
2007-03-28,10.744
2007-03-29,10.674
2007-03-30,10.738
2007-04-02,10.748
2007-04-03,10.729
2007-04-04,10.811
2007-04-05,10.838
2007-04-10,10.824
2007-04-11,10.862
2007-04-12,10.827
2007-04-13,10.806
2007-04-16,10.815
2007-04-17,10.903
2007-04-18,10.906
2007-04-19,10.917
2007-04-20,10.858
2007-04-23,10.946
2007-04-24,10.944
2007-04-26,10.894
2007-04-27,10.966
2007-04-30,10.919
2007-05-02,10.895
2007-05-03,10.964
2007-05-04,11.014
2007-05-07,11.014
2007-05-08,11.043
2007-05-09,11.08
2007-05-10,11.096
2007-05-11,11.013
2007-05-14,11.057
2007-05-15,11.042
2007-05-16,11.011
2007-05-17,11.011
2007-05-18,11.054
2007-05-21,11.132
2007-05-22,11.163
2007-05-23,11.174
2007-05-24,11.182
2007-05-25,11.132
2007-05-28,11.131
2007-05-29,11.125
2007-05-30,11.136
2007-05-31,11.188
2007-06-01,11.214
2007-06-04,11.214
2007-06-05,11.292
2007-06-06,11.209
2007-06-07,11.134
2007-06-08,11.011
2007-06-11,11.003
2007-06-12,11.137
2007-06-13,11.072
2007-06-14,11.149
2007-06-15,11.21
2007-06-18,11.27
2007-06-19,11.257
2007-06-20,11.244
2007-06-21,11.176
2007-06-22,11.187
2007-06-25,11.088
2007-06-26,11.053
2007-06-27,11.015
2007-06-28,11.04
2007-06-29,11.062
2007-07-02,11.059
2007-07-03,11.063
2007-07-04,11.118
2007-07-05,11.126
2007-07-06,11.118
2007-07-09,11.134
2007-07-10,11.164
2007-07-11,11.03
2007-07-12,11.014
2007-07-13,11.139
2007-07-16,11.181
2007-07-17,11.177
2007-07-18,11.153
2007-07-19,11.087
2007-07-20,11.14
2007-07-23,11.054
2007-07-24,11.091
2007-07-25,10.961
2007-07-26,11.007
2007-07-27,10.789
2007-07-30,10.7
2007-07-31,10.736
2007-08-01,10.736
2007-08-02,10.703
2007-08-03,10.748
2007-08-06,10.747
2007-08-07,10.557
2007-08-08,10.697
2007-08-09,10.811
2007-08-10,10.686
2007-08-13,10.568
2007-08-17,10.428
2007-08-20,10.499
2007-08-21,10.575
2007-08-22,10.597
2007-08-23,10.682
2007-08-24,10.687
2007-08-27,10.721
2007-08-28,10.694
2007-08-29,10.539
2007-08-30,10.628
2007-08-31,10.655
2007-09-03,10.775
2007-09-04,10.793
2007-09-05,10.87
2007-09-06,10.726
2007-09-07,10.743
2007-09-10,10.571
2007-09-11,10.507
2007-09-12,10.608
2007-09-13,10.597
2007-09-14,10.658
2007-09-17,10.655
2007-09-18,10.585
2007-09-19,10.726
2007-09-20,10.847
2007-09-21,10.764
2007-09-24,10.786
2007-09-25,10.773
2007-09-26,10.741
2007-09-27,10.783
2007-09-28,10.84
2007-10-01,10.805
2007-10-03,10.947
2007-10-04,10.938
2007-10-05,10.948
2007-10-08,11.025
2007-10-09,11.025
2007-10-10,11.082
2007-10-11,11.043
2007-10-12,11.021
2007-10-15,11.063
2007-10-16,10.97
2007-10-17,10.917
2007-10-18,10.92
2007-10-19,10.88
2007-10-22,10.747
2007-10-23,10.745
2007-10-24,10.781
2007-10-25,10.764
2007-10-26,10.764
2007-10-29,10.764
2007-10-30,10.839
2007-10-31,10.839
2007-11-02,10.902
2007-11-05,10.69
2007-11-06,10.631
2007-11-07,10.668
2007-11-08,10.476
2007-11-09,10.406
2007-11-12,10.296
2007-11-13,10.277
2007-11-14,10.382
2007-11-15,10.362
2007-11-16,10.287
2007-11-19,10.262
2007-11-20,10.112
2007-11-21,10.121
2007-11-22,9.952
2007-11-23,9.959
2007-11-26,10.094
2007-11-27,9.992
2007-11-28,10.033
2007-11-29,10.25
2007-11-30,10.288
2007-12-03,10.4
2007-12-04,10.372
2007-12-05,10.261
2007-12-06,10.408
2007-12-10,10.514
2007-12-11,10.539
2007-12-12,10.433
2007-12-13,10.455
2007-12-14,10.393
2007-12-17,10.379
2007-12-18,10.247
2007-12-19,10.263
2007-12-20,10.238
2007-12-21,10.284
2007-12-27,10.394
2007-12-28,10.419
2008-01-03,10.166
2008-01-04,10.163
2008-01-07,9.963
2008-01-08,9.971
2008-01-09,9.916
2008-01-10,9.966
2008-01-11,9.947
2008-01-14,9.843
2008-01-15,9.871
2008-01-16,9.7
2008-01-17,9.678
2008-01-18,9.566
2008-01-21,9.536
2008-01-22,9.404
2008-01-23,9.306
2008-01-24,9.373
2008-01-25,9.513
2008-01-28,9.502
2008-01-29,9.486
2008-01-30,9.572
2008-01-31,9.513
2008-02-01,9.598
2008-02-04,9.695
2008-02-05,9.675
2008-02-06,9.505
2008-02-07,9.444
2008-02-08,9.478
2008-02-11,9.457
2008-02-12,9.46
2008-02-13,9.543
2008-02-14,9.6
2008-02-15,9.564
2008-02-18,9.497
2008-02-19,9.55
2008-02-20,9.537
2008-02-21,9.54
2008-02-22,9.482
2008-02-25,9.481
2008-02-26,9.591
2008-02-27,9.649
2008-02-28,9.594
2008-02-29,9.479
2008-03-04,9.238
2008-03-05,9.178
2008-03-06,9.229
2008-03-07,9.114
2008-03-10,9.025
2008-03-11,8.931
2008-03-12,9.097
2008-03-13,9.059
2008-03-14,9.003
2008-03-17,9.002
2008-03-18,8.879
2008-03-19,8.905
2008-03-20,8.852
2008-03-25,8.989
2008-03-26,9.107
2008-03-27,9.024
2008-03-28,8.985
2008-03-31,8.968
2008-04-01,8.939
2008-04-02,9.222
2008-04-03,9.277
2008-04-04,9.29
2008-04-07,9.269
2008-04-08,9.313
2008-04-09,9.253
2008-04-10,9.169
2008-04-11,9.172
2008-04-14,9.066
2008-04-15,9.002
2008-04-16,9.05
2008-04-17,9.155
2008-04-18,9.162
2008-04-21,9.329
2008-04-22,9.277
2008-04-23,9.197
2008-04-24,9.263
2008-04-28,9.335
2008-04-29,9.447
2008-04-30,9.434
2008-05-02,9.44
2008-05-05,9.439
2008-05-06,9.64
2008-05-07,9.586
2008-05-08,9.587
2008-05-09,9.596
2008-05-12,9.595
2008-05-13,9.518
2008-05-14,9.554
2008-05-15,9.593
2008-05-16,9.66
2008-05-19,9.67
2008-05-20,9.717
2008-05-21,9.589
2008-05-22,9.448
2008-05-23,9.481
2008-05-26,9.371
2008-05-27,9.337
2008-05-28,9.382
2008-05-29,9.434
2008-05-30,9.518
2008-06-03,9.542
2008-06-04,9.493
2008-06-05,9.492
2008-06-06,9.522
2008-06-09,9.298
2008-06-10,9.262
2008-06-11,9.284
2008-06-13,9.196
2008-06-16,9.299
2008-06-17,9.273
2008-06-18,9.246
2008-06-19,9.181
2008-06-20,9.167
2008-06-23,9.166
2008-06-24,8.995
2008-06-25,8.975
2008-06-26,9.022
2008-06-27,8.809
2008-06-30,8.772
2008-07-01,8.795
2008-07-02,8.754
2008-07-03,8.63
2008-07-04,8.686
2008-07-07,8.669
2008-07-08,8.669
2008-07-09,8.669
2008-07-10,8.625
2008-07-11,8.587
2008-07-14,8.47
2008-07-15,8.457
2008-07-16,8.345
2008-07-17,8.476
2008-07-18,8.553
2008-07-21,8.578
2008-07-22,8.608
2008-07-23,8.668
2008-07-24,8.771
2008-07-25,8.685
2008-07-28,8.663
2008-07-29,8.556
2008-07-30,8.661
2008-07-31,8.796
2008-08-01,8.726
2008-08-04,8.726
2008-08-05,8.671
2008-08-06,8.756
2008-08-07,8.833
2008-08-08,8.76
2008-08-11,8.952
2008-08-12,9.025
2008-08-13,9.002
2008-08-18,8.954
2008-08-19,8.983
2008-08-20,8.867
2008-08-21,8.899
2008-08-22,8.851
2008-08-25,8.935
2008-08-26,8.878
2008-08-27,8.932
2008-08-28,8.953
2008-08-29,9.041
2008-09-01,9.029
2008-09-02,9.046
2008-09-03,9.043
2008-09-04,9.023
2008-09-05,8.86
2008-09-08,8.847
2008-09-09,9.032
2008-09-10,8.883
2008-09-11,8.926
2008-09-12,8.996
2008-09-15,8.974
2008-09-16,8.694
2008-09-17,8.681
2008-09-18,8.43
2008-09-19,8.486
2008-09-22,8.866
2008-09-23,8.632
2008-09-24,8.505
2008-09-25,8.5
2008-09-26,8.606
2008-09-29,8.579
2008-09-30,8.164
2008-10-01,8.456
2008-10-02,8.487
2008-10-03,8.326
2008-10-06,8.311
2008-10-07,8.059
2008-10-08,7.788
2008-10-09,7.579
2008-10-10,7.299
2008-10-13,7.064
2008-10-14,7.56
2008-10-15,7.696
2008-10-16,7.284
2008-10-17,7.268
2008-10-20,7.335
2008-10-21,7.651
2008-10-22,7.596
2008-10-23,7.324
2008-10-24,7.358
2008-10-27,7.358
2008-10-28,7.17
2008-10-29,7.389
2008-10-30,7.452
2008-10-31,7.639
2008-11-03,7.758
2008-11-04,7.756
2008-11-05,7.957
2008-11-06,7.759
2008-11-07,7.504
2008-11-10,7.597
2008-11-11,7.598
2008-11-12,7.494
2008-11-13,7.265
2008-11-14,7.411
2008-11-17,7.266
2008-11-18,7.133
2008-11-19,7.154
2008-11-20,6.888
2008-11-21,6.604
2008-11-24,6.771
2008-11-25,7.019
2008-11-26,7.05
2008-11-27,7.18
2008-11-28,7.237
2008-12-01,7.377
2008-12-02,6.97
2008-12-03,7.047
2008-12-04,7.15
2008-12-05,7.029
2008-12-09,7.08
2008-12-10,7.259
2008-12-11,7.292
2008-12-12,7.133
2008-12-15,7.029
2008-12-16,6.927
2008-12-17,7.064
2008-12-18,6.902
2008-12-19,6.79
2008-12-22,6.924
2008-12-23,6.843
2008-12-29,6.805
2008-12-30,6.796
2009-01-02,6.906
2009-01-05,7.165
2009-01-07,7.281
2009-01-08,7.232
2009-01-09,7.203
2009-01-12,7.185
2009-01-13,7.128
2009-01-14,7.127
2009-01-15,6.956
2009-01-16,6.942
2009-01-19,6.937
2009-01-20,6.938
2009-01-21,6.788
2009-01-22,6.918
2009-01-23,6.828
2009-01-26,6.867
2009-01-27,6.835
2009-01-28,6.895
2009-01-29,7.039
2009-01-30,6.961
2009-02-02,6.946
2009-02-03,6.887
2009-02-04,6.92
2009-02-05,6.976
2009-02-06,7.031
2009-02-09,7.141
2009-02-10,7.085
2009-02-11,6.896
2009-02-12,6.944
2009-02-13,6.95
2009-02-16,6.884
2009-02-17,6.894
2009-02-18,6.758
2009-02-19,6.741
2009-02-20,6.667
2009-02-23,6.58
2009-02-24,6.428
2009-02-25,6.499
2009-02-26,6.496
2009-02-27,6.476
2009-03-02,6.227
2009-03-03,6.163
2009-03-04,6.281
2009-03-05,6.142
2009-03-06,6.081
2009-03-09,6.081
2009-03-10,6.234
2009-03-11,6.26
2009-03-12,6.347
2009-03-13,6.382
2009-03-16,6.382
2009-03-17,6.4
2009-03-18,6.534
2009-03-19,6.371
2009-03-20,6.346
2009-03-23,6.602
2009-03-24,6.581
2009-03-25,6.612
2009-03-26,6.673
2009-03-27,6.675
2009-03-30,6.675
2009-03-31,6.565
2009-04-01,6.656
2009-04-02,6.778
2009-04-03,6.8
2009-04-06,6.768
2009-04-07,6.73
2009-04-08,6.763
2009-04-09,6.763
2009-04-14,6.908
2009-04-15,6.947
2009-04-16,7.012
2009-04-17,7.103
2009-04-20,6.963
2009-04-21,6.996
2009-04-22,6.996
2009-04-23,7.005
2009-04-24,6.993
2009-04-27,7.03
2009-04-28,7.006
2009-04-29,7.047
2009-04-30,7.047
2009-05-04,7.103
2009-05-05,7.103
2009-05-06,7.243
2009-05-07,7.29
2009-05-08,7.378
2009-05-11,7.267
2009-05-12,7.251
2009-05-13,7.183
2009-05-14,7.164
2009-05-15,7.158
2009-05-18,7.287
2009-05-19,7.284
2009-05-20,7.303
2009-05-21,7.272
2009-05-22,7.272
2009-05-25,7.128
2009-05-26,7.232
2009-05-27,7.218
2009-05-28,7.232
2009-05-29,7.231
2009-06-01,7.232
2009-06-03,7.295
2009-06-04,7.313
2009-06-05,7.361
2009-06-08,7.379
2009-06-09,7.364
2009-06-10,7.389
2009-06-11,7.416
2009-06-12,7.431
2009-06-15,7.351
2009-06-16,7.281
2009-06-17,7.252
2009-06-18,7.251
2009-06-19,7.299
2009-06-22,7.299
2009-06-23,7.171
2009-06-24,7.171
2009-06-25,7.266
2009-06-26,7.237
2009-06-29,7.281
2009-06-30,7.251
2009-07-01,7.258
2009-07-02,7.153
2009-07-03,7.153
2009-07-06,7.151
2009-07-07,7.048
2009-07-08,7.048
2009-07-09,7.049
2009-07-10,7.034
2009-07-13,7.116
2009-07-14,7.181
2009-07-15,7.283
2009-07-16,7.32
2009-07-17,7.334
2009-07-20,7.368
2009-07-21,7.412
2009-07-22,7.425
2009-07-23,7.519
2009-07-24,7.554
2009-07-27,7.572
2009-07-28,7.565
2009-07-29,7.589
2009-07-30,7.677
2009-07-31,7.674
2009-08-03,7.656
2009-08-04,7.688
2009-08-05,7.663
2009-08-06,7.652
2009-08-07,7.749
2009-08-10,7.747
2009-08-11,7.694
2009-08-12,7.72
2009-08-13,7.719
2009-08-17,7.638
2009-08-18,7.688
2009-08-19,7.676
2009-08-20,7.736
2009-08-21,7.812
2009-08-24,7.841
2009-08-25,7.857
2009-08-26,7.875
2009-08-27,7.876
2009-08-28,7.857
2009-08-31,7.818
2009-09-01,7.734
2009-09-02,7.724
2009-09-03,7.747
2009-09-04,7.825
2009-09-07,7.832
2009-09-08,7.828
2009-09-09,7.845
2009-09-10,7.899
2009-09-11,7.907
2009-09-14,7.896
2009-09-15,7.918
2009-09-16,7.977
2009-09-17,7.976
2009-09-18,7.97
2009-09-21,7.948
2009-09-22,7.957
2009-09-23,7.93
2009-09-24,7.877
2009-09-25,7.845
2009-09-28,7.942
2009-09-29,7.967
2009-09-30,7.943
2009-10-01,7.83
2009-10-02,7.739
2009-10-05,7.79
2009-10-06,7.861
2009-10-07,7.899
2009-10-08,7.942
2009-10-09,7.956
2009-10-12,7.962
2009-10-13,7.936
2009-10-14,8.016
2009-10-15,8.019
2009-10-16,7.986
2009-10-19,8.042
2009-10-20,8.02
2009-10-21,7.978
2009-10-22,7.977
2009-10-23,7.975
2009-10-26,7.909
2009-10-27,7.865
2009-10-28,7.756
2009-10-29,7.849
2009-10-30,7.746
2009-11-02,7.736
2009-11-03,7.761
2009-11-04,7.758
2009-11-05,7.806
2009-11-06,7.838
2009-11-09,7.929
2009-11-10,7.946
2009-11-11,7.968
2009-11-12,7.959
2009-11-13,7.991
2009-11-16,8.051
2009-11-17,8.081
2009-11-18,8.037
2009-11-19,7.973
2009-11-20,7.941
2009-11-23,7.999
2009-11-24,7.984
2009-11-25,8.0
2009-11-26,7.937
2009-11-27,7.88
2009-11-30,7.889
2009-12-01,7.983
2009-12-02,8.003
2009-12-03,7.974
2009-12-04,7.994
2009-12-09,8.061
2009-12-10,8.045
2009-12-11,8.101
2009-12-14,8.14
2009-12-15,8.146
2009-12-16,8.145
2009-12-17,8.162
2009-12-18,8.168
2009-12-21,8.194
2009-12-22,8.31
2009-12-23,8.305
2009-12-28,8.304
2009-12-29,8.329
2009-12-30,8.353
2009-12-31,8.31
2010-01-04,8.389
2010-01-05,8.389
2010-01-07,8.466
2010-01-08,8.498
2010-01-11,8.438
2010-01-12,8.395
2010-01-13,8.421
2010-01-14,8.475
2010-01-15,8.452
2010-01-18,8.457
2010-01-19,8.542
2010-01-20,8.511
2010-01-21,8.435
2010-01-22,8.292
2010-01-25,8.273
2010-01-26,8.288
2010-01-27,8.276
2010-01-28,8.276
2010-01-29,8.237
2010-02-01,8.213
2010-02-02,8.275
2010-02-03,8.339
2010-02-04,8.187
2010-02-05,8.173
2010-02-08,8.146
2010-02-09,8.181
2010-02-10,8.199
2010-02-11,8.289
2010-02-12,8.28
2010-02-15,8.289
2010-02-16,8.342
2010-02-17,8.423
2010-02-18,8.473
2010-02-19,8.473
2010-02-22,8.492
2010-02-23,8.433
2010-02-24,8.441
2010-02-25,8.427
2010-02-26,8.422
2010-03-01,8.551
2010-03-02,8.564
2010-03-03,8.545
2010-03-04,8.578
2010-03-05,8.67
2010-03-08,8.669
2010-03-09,8.709
2010-03-10,8.703
2010-03-11,8.712
2010-03-12,8.696
2010-03-15,8.721
2010-03-16,8.72
2010-03-17,8.72
2010-03-18,8.721
2010-03-19,8.839
2010-03-22,8.857
2010-03-23,8.903
2010-03-24,8.936
2010-03-25,8.951
2010-03-26,8.927
2010-03-29,8.94
2010-03-30,8.972
2010-03-31,8.908
2010-04-01,8.908
2010-04-06,9.093
2010-04-07,9.083
2010-04-08,9.066
2010-04-09,9.091
2010-04-12,9.038
2010-04-13,9.044
2010-04-14,9.088
2010-04-15,9.138
2010-04-16,9.138
2010-04-19,9.047
2010-04-20,9.111
2010-04-21,9.132
2010-04-22,9.137
2010-04-23,9.141
2010-04-26,9.181
2010-04-27,9.018
2010-04-28,9.029
2010-04-29,9.092
2010-04-30,9.092
2010-05-03,9.092
2010-05-04,8.999
2010-05-05,8.992
2010-05-06,8.873
2010-05-07,8.745
2010-05-10,8.981
2010-05-11,9.011
2010-05-12,9.011
2010-05-13,9.105
2010-05-14,9.023
2010-05-17,9.029
2010-05-18,8.981
2010-05-19,8.981
2010-05-20,8.902
2010-05-21,8.694
2010-05-24,8.637
2010-05-25,8.65
2010-05-26,8.687
2010-05-27,8.874
2010-05-28,8.803
2010-05-31,8.803
2010-06-01,8.755
2010-06-03,8.956
2010-06-04,8.956
2010-06-07,8.848
2010-06-08,8.801
2010-06-09,8.766
2010-06-10,8.906
2010-06-11,8.906
2010-06-14,8.913
2010-06-15,9.01
2010-06-16,9.025
2010-06-17,9.012
2010-06-18,9.006
2010-06-21,9.043
2010-06-22,9.043
2010-06-23,9.001
2010-06-24,8.828
2010-06-25,8.828
2010-06-28,8.818
2010-06-29,8.675
2010-06-30,8.59
2010-07-01,8.442
2010-07-02,8.371
2010-07-05,8.385
2010-07-06,8.44
2010-07-07,8.58
2010-07-08,8.641
2010-07-09,8.58
2010-07-12,8.75
2010-07-13,8.821
2010-07-14,8.812
2010-07-15,8.718
2010-07-16,8.525
2010-07-19,8.513
2010-07-20,8.588
2010-07-21,8.586
2010-07-22,8.683
2010-07-23,8.783
2010-07-26,8.793
2010-07-27,8.771
2010-07-28,8.745
2010-07-29,8.702
2010-07-30,8.702
2010-08-02,8.711
2010-08-03,8.711
2010-08-04,8.832
2010-08-05,8.832
2010-08-06,8.75
2010-08-09,8.818
2010-08-10,8.824
2010-08-11,8.714
2010-08-12,8.701
2010-08-13,8.729
2010-08-17,8.77
2010-08-18,8.77
2010-08-19,8.687
2010-08-20,8.703
2010-08-23,8.716
2010-08-24,8.602
2010-08-25,8.598
2010-08-26,8.556
2010-08-27,8.65
2010-08-30,8.629
2010-08-31,8.596
2010-09-01,8.741
2010-09-02,8.786
2010-09-03,8.849
2010-09-06,8.871
2010-09-07,8.875
2010-09-08,8.9
2010-09-09,8.957
2010-09-10,8.981
2010-09-13,8.997
2010-09-14,8.962
2010-09-15,8.94
2010-09-16,8.887
2010-09-17,8.987
2010-09-20,8.986
2010-09-21,8.943
2010-09-22,8.795
2010-09-23,8.792
2010-09-24,8.837
2010-09-27,8.825
2010-09-28,8.807
2010-09-29,8.773
2010-09-30,8.714
2010-10-01,8.698
2010-10-04,8.678
2010-10-05,8.741
2010-10-06,8.759
2010-10-07,8.736
2010-10-08,8.763
2010-10-11,8.787
2010-10-12,8.801
2010-10-13,8.826
2010-10-14,8.786
2010-10-15,8.809
2010-10-18,8.862
2010-10-19,8.84
2010-10-20,8.823
2010-10-21,8.829
2010-10-22,8.829
2010-10-25,8.856
2010-10-26,8.889
2010-10-27,8.878
2010-10-28,8.862
2010-10-29,8.861
2010-11-02,8.868
2010-11-03,8.874
2010-11-04,8.946
2010-11-05,9.058
2010-11-08,9.108
2010-11-09,9.086
2010-11-10,9.151
2010-11-11,9.151
2010-11-12,9.059
2010-11-15,9.11
2010-11-16,8.988
2010-11-17,9.009
2010-11-18,9.1
2010-11-19,9.074
2010-11-22,9.077
2010-11-23,9.043
2010-11-24,9.136
2010-11-25,9.161
2010-11-26,9.225
2010-11-29,9.175
2010-11-30,9.169
2010-12-01,9.298
2010-12-02,9.371
2010-12-03,9.304
2010-12-06,9.347
2010-12-09,9.458
2010-12-10,9.463
2010-12-13,9.419
2010-12-14,9.432
2010-12-15,9.416
2010-12-16,9.499
2010-12-17,9.512
2010-12-20,9.555
2010-12-21,9.612
2010-12-22,9.65
2010-12-23,9.65
2010-12-27,9.649
2010-12-28,9.65
2010-12-29,9.681
2010-12-30,9.568
2010-12-31,9.569
2011-01-03,9.506
2011-01-04,9.623
2011-01-05,9.705
2011-01-07,9.78
2011-01-10,9.765
2011-01-11,9.815
2011-01-12,9.841
2011-01-13,9.709
2011-01-14,9.718
2011-01-17,9.754
2011-01-18,9.745
2011-01-19,9.638
2011-01-20,9.601
2011-01-21,9.546
2011-01-24,9.552
2011-01-25,9.543
2011-01-26,9.581
2011-01-27,9.579
2011-01-28,9.518
2011-01-31,9.509
2011-02-01,9.601
2011-02-02,9.614
2011-02-03,9.703
2011-02-04,9.761
2011-02-07,9.817
2011-02-08,9.784
2011-02-09,9.736
2011-02-10,9.774
2011-02-11,9.826
2011-02-14,9.908
2011-02-15,9.875
2011-02-16,9.925
2011-02-17,9.936
2011-02-18,9.917
2011-02-21,9.868
2011-02-22,9.727
2011-02-23,9.636
2011-02-24,9.637
2011-02-25,9.605
2011-02-28,9.748
2011-03-01,9.664
2011-03-02,9.619
2011-03-03,9.673
2011-03-04,9.62
2011-03-07,9.546
2011-03-08,9.626
2011-03-09,9.603
2011-03-10,9.515
2011-03-11,9.503
2011-03-14,9.345
2011-03-15,9.175
2011-03-16,9.128
2011-03-18,9.171
2011-03-21,9.262
2011-03-22,9.269
2011-03-23,9.32
2011-03-24,9.355
2011-03-25,9.396
2011-03-28,9.391
2011-03-29,9.432
2011-03-30,9.486
2011-03-31,9.424
2011-04-01,9.491
2011-04-04,9.466
2011-04-05,9.469
2011-04-06,9.423
2011-04-07,9.436
2011-04-08,9.394
2011-04-11,9.369
2011-04-12,9.254
2011-04-13,9.279
2011-04-14,9.276
2011-04-15,9.306
2011-04-18,9.296
2011-04-19,9.278
2011-04-20,9.331
2011-04-21,9.363
2011-04-26,9.367
2011-04-27,9.39
2011-04-28,9.372
2011-04-29,9.372
2011-05-02,9.389
2011-05-03,9.356
2011-05-04,9.267
2011-05-05,9.319
2011-05-06,9.399
2011-05-09,9.499
2011-05-10,9.523
2011-05-11,9.504
2011-05-12,9.521
2011-05-13,9.47
2011-05-16,9.416
2011-05-17,9.41
2011-05-18,9.444
2011-05-19,9.47
2011-05-20,9.467
2011-05-23,9.4
2011-05-24,9.37
2011-05-25,9.42
2011-05-26,9.447
2011-05-27,9.427
2011-05-30,9.419
2011-05-31,9.461
2011-06-01,9.32
2011-06-03,9.32
2011-06-06,9.154
2011-06-07,9.04
2011-06-08,9.017
2011-06-09,9.106
2011-06-10,9.106
2011-06-13,9.067
2011-06-14,9.108
2011-06-15,9.072
2011-06-16,9.093
2011-06-17,9.047
2011-06-20,9.051
2011-06-21,9.143
2011-06-22,9.143
2011-06-23,9.096
2011-06-24,9.085
2011-06-27,9.062
2011-06-28,9.112
2011-06-29,9.2
2011-06-30,9.246
2011-07-01,9.336
2011-07-04,9.342
2011-07-05,9.353
2011-07-06,9.418
2011-07-07,9.45
2011-07-08,9.448
2011-07-11,9.423
2011-07-12,9.377
2011-07-13,9.358
2011-07-14,9.3
2011-07-15,9.336
2011-07-18,9.292
2011-07-19,9.322
2011-07-20,9.358
2011-07-21,9.372
2011-07-22,9.409
2011-07-25,9.379
2011-07-26,9.308
2011-07-27,9.219
2011-07-28,9.22
2011-07-29,9.22
2011-08-01,9.134
2011-08-02,8.993
2011-08-03,8.914
2011-08-04,8.648
2011-08-05,8.547
2011-08-08,8.172
2011-08-09,8.358
2011-08-10,8.159
2011-08-11,8.334
2011-08-12,8.447
2011-08-17,8.443
2011-08-18,8.192
2011-08-19,8.05
2011-08-22,8.063
2011-08-23,8.213
2011-08-24,8.272
2011-08-25,8.22
2011-08-26,8.27
2011-08-29,8.349
2011-08-30,8.429
2011-08-31,8.538
2011-09-01,8.564
2011-09-02,8.419
2011-09-05,8.331
2011-09-06,8.295
2011-09-07,8.484
2011-09-08,8.473
2011-09-09,8.407
2011-09-12,8.389
2011-09-13,8.427
2011-09-14,8.49
2011-09-15,8.551
2011-09-16,8.623
2011-09-19,8.594
2011-09-20,8.573
2011-09-21,8.432
2011-09-22,8.249
2011-09-23,8.256
2011-09-26,8.372
2011-09-27,8.478
2011-09-28,8.392
2011-09-29,8.408
2011-09-30,8.366
2011-10-03,8.248
2011-10-04,8.247
2011-10-05,8.365
2011-10-06,8.497
2011-10-07,8.464
2011-10-10,8.573
2011-10-11,8.604
2011-10-12,8.628
2011-10-13,8.635
2011-10-14,8.659
2011-10-17,8.624
2011-10-18,8.701
2011-10-19,8.62
2011-10-20,8.625
2011-10-21,8.688
2011-10-24,8.807
2011-10-25,8.695
2011-10-26,8.766
2011-10-27,8.905
2011-10-28,8.905
2011-10-31,8.908
2011-11-02,8.713
2011-11-03,8.851
2011-11-04,8.818
2011-11-07,8.835
2011-11-08,8.878
2011-11-09,8.777
2011-11-10,8.767
2011-11-11,8.851
2011-11-14,8.839
2011-11-15,8.882
2011-11-16,8.882
2011-11-17,8.706
2011-11-18,8.666
2011-11-21,8.536
2011-11-22,8.5
2011-11-23,8.428
2011-11-24,8.425
2011-11-25,8.44
2011-11-28,8.612
2011-11-29,8.666
2011-11-30,8.879
2011-12-01,8.875
2011-12-02,8.917
2011-12-05,8.967
2011-12-06,8.967
2011-12-09,8.946
2011-12-12,8.912
2011-12-13,8.926
2011-12-14,8.873
2011-12-15,8.87
2011-12-16,8.868
2011-12-19,8.811
2011-12-20,8.946
2011-12-21,8.981
2011-12-22,9.029
2011-12-23,9.029
2011-12-27,9.029
2011-12-28,9.095
2011-12-29,9.138
2011-12-30,9.138
2012-01-02,9.138
2012-01-03,9.235
2012-01-04,9.306
2012-01-10,9.415
2012-01-11,9.45
2012-01-12,9.408
2012-01-13,9.446
2012-01-16,9.451
2012-01-17,9.471
2012-01-18,9.495
2012-01-19,9.52
2012-01-20,9.516
2012-01-23,9.484
2012-01-24,9.488
2012-01-25,9.535
2012-01-26,9.464
2012-01-27,9.451
2012-01-30,9.413
2012-01-31,9.443
2012-02-01,9.481
2012-02-02,9.518
2012-02-03,9.639
2012-02-06,9.66
2012-02-07,9.588
2012-02-08,9.599
2012-02-09,9.586
2012-02-10,9.568
2012-02-13,9.61
2012-02-14,9.63
2012-02-15,9.684
2012-02-16,9.736
2012-02-17,9.713
2012-02-20,9.701
2012-02-21,9.689
2012-02-22,9.664
2012-02-23,9.653
2012-02-24,9.602
2012-02-27,9.602
2012-02-28,9.645
2012-02-29,9.648
2012-03-01,9.713
2012-03-02,9.755
2012-03-05,9.689
2012-03-06,9.59
2012-03-07,9.629
2012-03-08,9.665
2012-03-09,9.773
2012-03-12,9.745
2012-03-13,9.888
2012-03-14,9.927
2012-03-15,9.96
2012-03-16,9.96
2012-03-19,9.938
2012-03-20,9.873
2012-03-21,9.869
2012-03-22,9.816
2012-03-23,9.802
2012-03-26,9.861
2012-03-27,9.859
2012-03-28,9.859
2012-03-29,9.823
2012-03-30,9.809
2012-04-02,9.899
2012-04-03,9.832
2012-04-04,9.808
2012-04-05,9.835
2012-04-10,9.617
2012-04-11,9.645
2012-04-12,9.733
2012-04-13,9.691
2012-04-16,9.696
2012-04-17,9.775
2012-04-18,9.776
2012-04-19,9.726
2012-04-20,9.712
2012-04-23,9.648
