date,nav
2012-04-24,9.646
2012-04-26,9.781
2012-04-27,9.805
2012-04-30,9.792
2012-05-02,9.828
2012-05-03,9.782
2012-05-04,9.782
2012-05-07,9.672
2012-05-08,9.644
2012-05-09,9.627
2012-05-10,9.638
2012-05-11,9.624
2012-05-14,9.572
2012-05-15,9.545
2012-05-16,9.545
2012-05-17,9.503
2012-05-18,9.332
2012-05-21,9.397
2012-05-22,9.464
2012-05-23,9.485
2012-05-24,9.515
2012-05-25,9.515
2012-05-28,9.539
2012-05-29,9.625
2012-05-30,9.625
2012-05-31,9.571
2012-06-01,9.571
2012-06-04,9.395
2012-06-05,9.363
2012-06-06,9.524
2012-06-07,9.535
2012-06-08,9.577
2012-06-11,9.515
2012-06-12,9.515
2012-06-13,9.516
2012-06-14,9.54
2012-06-15,9.606
2012-06-18,9.66
2012-06-19,9.7
2012-06-20,9.701
2012-06-21,9.614
2012-06-22,9.644
2012-06-25,9.565
2012-06-26,9.585
2012-06-27,9.677
2012-06-28,9.677
2012-06-29,9.682
2012-07-02,9.853
2012-07-03,9.853
2012-07-04,9.967
2012-07-05,10.0
2012-07-06,9.957
2012-07-09,9.922
2012-07-10,9.919
2012-07-11,9.921
2012-07-12,9.921
2012-07-13,9.973
2012-07-16,9.972
2012-07-17,10.014
2012-07-18,10.05
2012-07-19,10.118
2012-07-20,10.067
2012-07-23,9.955
2012-07-24,9.917
2012-07-25,9.883
2012-07-26,9.953
2012-07-27,9.953
2012-07-30,10.169
2012-07-31,10.095
2012-08-01,10.093
2012-08-02,10.095
2012-08-03,10.095
2012-08-06,10.095
2012-08-07,10.215
2012-08-08,10.257
2012-08-09,10.304
2012-08-10,10.302
2012-08-13,10.262
2012-08-14,10.294
2012-08-16,10.334
2012-08-17,10.399
2012-08-20,10.363
2012-08-21,10.296
2012-08-22,10.269
2012-08-23,10.173
2012-08-24,10.216
2012-08-27,10.225
2012-08-28,10.178
2012-08-29,10.196
2012-08-30,10.138
2012-08-31,10.114
2012-09-03,10.146
2012-09-04,10.114
2012-09-05,10.078
2012-09-06,10.22
2012-09-07,10.209
2012-09-10,10.18
2012-09-11,10.178
2012-09-12,10.186
2012-09-13,10.253
2012-09-14,10.222
2012-09-17,10.222
2012-09-18,10.212
2012-09-19,10.237
2012-09-20,10.26
2012-09-21,10.259
2012-09-24,10.263
2012-09-25,10.205
2012-09-26,10.172
2012-09-27,10.226
2012-09-28,10.167
2012-10-01,10.199
2012-10-02,10.181
2012-10-03,10.202
2012-10-04,10.197
2012-10-05,10.208
2012-10-08,10.209
2012-10-09,10.174
2012-10-10,10.114
2012-10-11,10.119
2012-10-12,10.083
2012-10-15,10.144
2012-10-16,10.197
2012-10-17,10.2
2012-10-18,10.219
2012-10-19,10.146
2012-10-22,10.112
2012-10-23,10.044
2012-10-24,10.034
2012-10-25,10.06
2012-10-26,10.06
2012-10-29,10.061
2012-10-30,10.06
2012-10-31,10.04
2012-11-02,10.146
2012-11-05,10.166
2012-11-06,10.208
2012-11-07,10.098
2012-11-08,10.039
2012-11-09,10.043
2012-11-12,10.033
2012-11-13,10.016
2012-11-14,9.908
2012-11-15,9.845
2012-11-16,9.892
2012-11-19,10.008
2012-11-20,10.021
2012-11-21,10.032
2012-11-22,10.035
2012-11-23,10.079
2012-11-26,10.056
2012-11-27,10.059
2012-11-28,10.098
2012-11-29,10.131
2012-11-30,10.12
2012-12-03,10.073
2012-12-04,10.06
2012-12-05,10.079
2012-12-06,10.155
2012-12-07,10.202
2012-12-10,10.206
2012-12-11,10.209
2012-12-12,10.2
2012-12-13,10.143
2012-12-14,10.12
2012-12-17,10.12
2012-12-18,10.199
2012-12-19,10.184
2012-12-20,10.214
2012-12-21,10.214
2012-12-27,10.181
2012-12-28,10.152
2012-12-31,10.069
2013-01-02,10.328
2013-01-03,10.404
2013-01-04,10.474
2013-01-07,10.418
2013-01-08,10.406
2013-01-09,10.454
2013-01-10,10.417
2013-01-11,10.36
2013-01-14,10.333
2013-01-15,10.357
2013-01-16,10.367
2013-01-17,10.378
2013-01-18,10.436
2013-01-21,10.433
2013-01-22,10.474
2013-01-23,10.472
2013-01-24,10.432
2013-01-25,10.427
2013-01-28,10.422
2013-01-29,10.458
2013-01-30,10.387
2013-01-31,10.355
2013-02-01,10.355
2013-02-04,10.326
2013-02-05,10.379
2013-02-06,10.389
2013-02-07,10.447
2013-02-08,10.507
2013-02-11,10.478
2013-02-12,10.483
2013-02-13,10.506
2013-02-14,10.562
2013-02-15,10.53
2013-02-18,10.54
2013-02-19,10.614
2013-02-20,10.544
2013-02-21,10.511
2013-02-22,10.617
2013-02-25,10.521
2013-02-26,10.57
2013-02-27,10.637
2013-02-28,10.699
2013-03-01,10.729
2013-03-04,10.728
2013-03-05,10.826
2013-03-06,10.864
2013-03-07,10.821
2013-03-08,10.917
2013-03-11,10.932
2013-03-12,10.917
2013-03-13,10.947
2013-03-14,10.99
2013-03-15,10.99
2013-03-18,10.959
2013-03-19,10.963
2013-03-20,10.968
2013-03-21,10.937
2013-03-22,10.921
2013-03-25,10.952
2013-03-26,11.009
2013-03-27,11.047
2013-03-28,11.036
2013-04-02,11.042
2013-04-03,10.975
2013-04-04,10.948
2013-04-05,10.805
2013-04-08,10.859
2013-04-09,10.878
2013-04-10,10.986
2013-04-11,11.027
2013-04-12,11.004
2013-04-15,10.849
2013-04-16,10.863
2013-04-17,10.805
2013-04-18,10.738
2013-04-19,10.792
2013-04-22,10.856
2013-04-23,10.985
2013-04-24,11.045
2013-04-26,11.068
2013-04-29,11.081
2013-04-30,11.067
2013-05-02,11.067
2013-05-03,11.116
2013-05-06,11.176
2013-05-07,11.261
2013-05-08,11.261
2013-05-09,11.284
2013-05-10,11.383
2013-05-13,11.389
2013-05-14,11.452
2013-05-15,11.574
2013-05-16,11.516
2013-05-17,11.516
2013-05-20,11.62
2013-05-21,11.639
2013-05-22,11.592
2013-05-23,11.437
2013-05-24,11.41
2013-05-27,11.385
2013-05-28,11.502
2013-05-29,11.371
2013-05-30,11.329
2013-05-31,11.329
2013-06-03,11.266
2013-06-04,11.201
2013-06-05,11.045
2013-06-06,10.992
2013-06-07,11.07
2013-06-10,11.107
2013-06-11,10.99
2013-06-12,10.909
2013-06-13,10.98
2013-06-14,10.947
2013-06-17,11.03
2013-06-18,11.042
2013-06-19,10.983
2013-06-20,10.807
2013-06-21,10.812
2013-06-24,10.709
2013-06-25,10.796
2013-06-26,10.936
2013-06-27,10.999
2013-06-28,10.981
2013-07-01,10.98
2013-07-02,11.024
2013-07-03,11.004
2013-07-04,11.103
2013-07-05,11.188
2013-07-08,11.225
2013-07-09,11.357
2013-07-10,11.338
2013-07-11,11.353
2013-07-12,11.353
2013-07-15,11.378
2013-07-16,11.299
2013-07-17,11.348
2013-07-18,11.396
2013-07-19,11.379
2013-07-22,11.388
2013-07-23,11.364
2013-07-24,11.343
2013-07-25,11.338
2013-07-26,11.306
2013-07-29,11.261
2013-07-30,11.279
2013-07-31,11.247
2013-08-01,11.392
2013-08-02,11.392
2013-08-05,11.412
2013-08-06,11.35
2013-08-07,11.293
2013-08-08,11.305
2013-08-09,11.326
2013-08-12,11.35
2013-08-13,11.415
2013-08-14,11.389
2013-08-16,11.322
2013-08-19,11.244
2013-08-20,11.118
2013-08-21,11.09
2013-08-22,11.166
2013-08-23,11.19
2013-08-26,11.177
2013-08-27,11.035
2013-08-28,11.043
2013-08-29,11.136
2013-08-30,11.109
2013-09-02,11.171
2013-09-03,11.224
2013-09-04,11.266
2013-09-05,11.337
2013-09-06,11.345
2013-09-09,11.363
2013-09-10,11.439
2013-09-11,11.454
2013-09-12,11.434
2013-09-13,11.472
2013-09-16,11.482
2013-09-17,11.489
2013-09-18,11.579
2013-09-19,11.51
2013-09-20,11.469
2013-09-23,11.44
2013-09-24,11.445
2013-09-25,11.427
2013-09-26,11.464
2013-09-27,11.407
2013-09-30,11.33
2013-10-01,11.402
2013-10-02,11.402
2013-10-03,11.386
2013-10-04,11.33
2013-10-07,11.276
2013-10-08,11.18
2013-10-09,11.224
2013-10-10,11.396
2013-10-11,11.41
2013-10-14,11.447
2013-10-15,11.447
2013-10-16,11.582
2013-10-17,11.55
2013-10-18,11.598
2013-10-21,11.625
2013-10-22,11.62
2013-10-23,11.547
2013-10-24,11.566
2013-10-25,11.566
2013-10-28,11.566
2013-10-29,11.604
2013-10-30,11.589
2013-10-31,11.664
2013-11-04,11.737
2013-11-05,11.73
2013-11-06,11.75
2013-11-07,11.74
2013-11-08,11.732
2013-11-11,11.73
2013-11-12,11.765
2013-11-13,11.8
2013-11-14,11.837
2013-11-15,11.879
2013-11-18,11.858
2013-11-19,11.858
2013-11-20,11.819
2013-11-21,11.864
2013-11-22,11.857
2013-11-25,11.875
2013-11-26,11.828
2013-11-27,11.827
2013-11-28,11.827
2013-11-29,11.823
2013-12-02,11.816
2013-12-03,11.735
2013-12-04,11.703
2013-12-05,11.586
2013-12-06,11.659
2013-12-09,11.665
2013-12-10,11.616
2013-12-11,11.515
2013-12-12,11.468
2013-12-13,11.479
2013-12-16,11.537
2013-12-17,11.516
2013-12-18,11.62
2013-12-19,11.705
2013-12-20,11.752
2013-12-23,11.776
2013-12-27,11.776
2013-12-30,11.811
2013-12-31,11.837
2014-01-02,11.85
2014-01-03,11.901
2014-01-07,11.957
2014-01-08,11.985
2014-01-09,11.967
2014-01-10,11.959
2014-01-13,11.905
2014-01-14,11.93
2014-01-15,12.052
2014-01-16,12.026
2014-01-17,12.026
2014-01-20,12.045
2014-01-21,12.054
2014-01-22,12.058
2014-01-23,11.897
2014-01-24,11.684
2014-01-27,11.599
2014-01-28,11.644
2014-01-29,11.622
2014-01-30,11.706
2014-01-31,11.708
2014-02-03,11.499
2014-02-04,11.481
2014-02-05,11.474
2014-02-06,11.568
2014-02-07,11.665
2014-02-10,11.656
2014-02-11,11.76
2014-02-12,11.858
2014-02-13,11.844
2014-02-14,11.855
2014-02-17,11.898
2014-02-18,11.9
2014-02-19,11.855
2014-02-20,11.889
2014-02-21,11.892
2014-02-24,11.95
2014-02-25,11.939
2014-02-26,11.958
2014-02-27,11.968
2014-02-28,11.927
2014-03-03,11.822
2014-03-04,11.992
2014-03-05,12.009
2014-03-06,11.989
2014-03-07,11.949
2014-03-10,11.91
2014-03-11,11.889
2014-03-12,11.831
2014-03-13,11.735
2014-03-14,11.735
2014-03-17,11.67
2014-03-18,11.848
2014-03-19,11.805
2014-03-20,11.911
2014-03-21,11.884
2014-03-24,11.841
2014-03-25,11.903
2014-03-26,11.905
2014-03-27,11.927
2014-03-28,11.981
2014-03-31,12.054
2014-04-01,12.108
2014-04-02,12.149
2014-04-03,12.18
2014-04-04,12.141
2014-04-07,11.984
2014-04-08,11.961
2014-04-09,12.005
2014-04-10,11.841
2014-04-11,11.72
2014-04-14,11.803
2014-04-15,11.8
2014-04-16,11.941
2014-04-17,11.958
2014-04-22,12.068
2014-04-23,12.023
2014-04-24,12.041
2014-04-28,11.965
2014-04-29,12.018
2014-04-30,12.018
2014-05-02,12.037
2014-05-05,12.027
2014-05-06,11.951
2014-05-07,11.977
2014-05-08,12.0
2014-05-09,12.076
2014-05-12,12.157
2014-05-13,12.199
2014-05-14,12.171
2014-05-15,12.08
2014-05-16,12.096
2014-05-19,12.109
2014-05-20,12.083
2014-05-21,12.158
2014-05-22,12.209
2014-05-23,12.233
2014-05-26,12.306
2014-05-27,12.361
2014-05-28,12.361
2014-05-29,12.36
2014-05-30,12.386
2014-06-03,12.413
2014-06-04,12.429
2014-06-05,12.483
2014-06-06,12.483
2014-06-09,12.483
2014-06-10,12.6
2014-06-11,12.577
2014-06-12,12.522
2014-06-13,12.546
2014-06-16,12.504
2014-06-17,12.544
2014-06-18,12.552
2014-06-19,12.552
2014-06-20,12.634
2014-06-23,12.634
2014-06-24,12.549
2014-06-25,12.52
2014-06-26,12.553
2014-06-27,12.541
2014-06-30,12.526
2014-07-01,12.614
2014-07-02,12.633
2014-07-03,12.663
2014-07-04,12.713
2014-07-07,12.653
2014-07-08,12.559
2014-07-09,12.558
2014-07-10,12.516
2014-07-11,12.519
2014-07-14,12.549
2014-07-15,12.59
2014-07-16,12.676
2014-07-17,12.676
2014-07-18,12.65
2014-07-21,12.603
2014-07-22,12.717
2014-07-23,12.748
2014-07-24,12.762
2014-07-25,12.761
2014-07-28,12.743
2014-07-29,12.734
2014-07-30,12.73
2014-07-31,12.563
2014-08-01,12.563
2014-08-04,12.475
2014-08-05,12.472
2014-08-06,12.458
2014-08-07,12.411
2014-08-08,12.402
2014-08-11,12.487
2014-08-12,12.493
2014-08-13,12.541
2014-08-14,12.578
2014-08-18,12.669
2014-08-19,12.757
2014-08-20,12.784
2014-08-21,12.835
2014-08-22,12.847
2014-08-25,12.936
2014-08-26,12.953
2014-08-27,12.976
2014-08-28,12.961
2014-08-29,12.967
2014-09-01,13.013
2014-09-02,13.048
2014-09-03,13.063
2014-09-04,13.192
2014-09-05,13.214
2014-09-08,13.194
2014-09-09,13.147
2014-09-10,13.159
2014-09-11,13.151
2014-09-12,13.111
2014-09-15,13.086
2014-09-16,13.117
2014-09-17,13.119
2014-09-18,13.204
2014-09-19,13.242
2014-09-22,13.167
2014-09-23,13.048
2014-09-24,13.146
2014-09-25,13.056
2014-09-26,13.136
2014-09-29,13.109
2014-09-30,13.12
2014-10-01,13.024
2014-10-02,13.023
2014-10-03,12.952
2014-10-06,13.043
2014-10-07,12.876
2014-10-08,12.894
2014-10-09,12.724
2014-10-10,12.675
2014-10-13,12.61
2014-10-14,12.481
2014-10-15,12.298
2014-10-16,12.263
2014-10-17,12.413
2014-10-20,12.48
2014-10-21,12.703
2014-10-22,12.74
2014-10-23,12.829
2014-10-24,12.828
2014-10-27,12.862
2014-10-28,12.915
2014-10-29,12.917
2014-10-30,13.042
2014-10-31,13.236
2014-11-03,13.253
2014-11-04,13.155
2014-11-05,13.29
2014-11-06,13.348
2014-11-07,13.359
2014-11-10,13.361
2014-11-11,13.382
2014-11-12,13.339
2014-11-13,13.342
2014-11-14,13.344
2014-11-17,13.358
2014-11-18,13.387
2014-11-19,13.351
2014-11-20,13.364
2014-11-21,13.523
2014-11-24,13.56
2014-11-25,13.536
2014-11-26,13.541
2014-11-27,13.547
2014-11-28,13.563
2014-12-01,13.48
2014-12-02,13.598
2014-12-03,13.706
2014-12-04,13.582
2014-12-05,13.738
2014-12-09,13.507
2014-12-10,13.364
2014-12-11,13.41
2014-12-12,13.166
2014-12-15,13.079
2014-12-16,13.01
2014-12-17,13.217
2014-12-18,13.546
2014-12-19,13.617
2014-12-22,13.654
2014-12-23,13.678
2014-12-29,13.677
2014-12-30,13.749
2014-12-31,13.722
2015-01-02,13.757
2015-01-05,13.653
2015-01-07,13.703
2015-01-08,13.921
2015-01-09,13.638
2015-01-12,13.619
2015-01-13,13.667
2015-01-14,13.581
2015-01-15,13.741
2015-01-16,13.761
2015-01-19,13.896
2015-01-20,13.893
2015-01-21,13.944
2015-01-22,14.211
2015-01-23,14.367
2015-01-26,14.396
2015-01-27,14.21
2015-01-28,14.171
2015-01-29,14.208
2015-01-30,14.137
2015-02-02,14.18
2015-02-03,14.227
2015-02-04,14.264
2015-02-05,14.317
2015-02-06,14.352
2015-02-09,14.312
2015-02-10,14.413
2015-02-11,14.41
2015-02-12,14.471
2015-02-13,14.471
2015-02-16,14.509
2015-02-17,14.529
2015-02-18,14.582
2015-02-19,14.577
2015-02-20,14.637
2015-02-23,14.673
2015-02-24,14.716
2015-02-25,14.69
2015-02-26,14.83
2015-02-27,14.812
2015-03-02,14.854
2015-03-03,14.808
2015-03-04,14.882
2015-03-05,14.94
2015-03-06,14.982
2015-03-09,14.996
2015-03-10,14.952
2015-03-11,15.102
2015-03-12,15.185
2015-03-13,15.243
2015-03-16,15.242
2015-03-17,15.314
2015-03-18,15.32
2015-03-19,15.327
2015-03-20,15.296
2015-03-23,15.177
2015-03-24,15.161
2015-03-25,14.953
2015-03-26,14.941
2015-03-27,14.999
2015-03-30,15.151
2015-03-31,15.129
2015-04-01,15.091
2015-04-02,15.039
2015-04-07,15.135
2015-04-08,15.215
2015-04-09,15.363
2015-04-10,15.487
2015-04-13,15.502
2015-04-14,15.415
2015-04-15,15.504
2015-04-16,15.432
2015-04-17,15.228
2015-04-20,15.328
2015-04-21,15.365
2015-04-22,15.414
2015-04-23,15.36
2015-04-24,15.331
2015-04-27,15.329
2015-04-28,15.237
2015-04-29,15.015
2015-04-30,14.982
2015-05-04,14.981
2015-05-05,14.873
2015-05-06,14.873
2015-05-07,14.755
2015-05-08,14.889
2015-05-11,15.017
2015-05-12,14.892
2015-05-13,14.898
2015-05-14,14.898
2015-05-15,14.823
2015-05-18,14.96
2015-05-19,15.181
2015-05-20,15.208
2015-05-21,15.215
2015-05-22,15.216
2015-05-25,15.216
2015-05-26,15.273
2015-05-27,15.402
2015-05-28,15.349
2015-05-29,15.349
2015-06-01,15.238
2015-06-03,15.077
2015-06-04,15.074
2015-06-05,14.956
2015-06-08,14.81
2015-06-09,14.746
2015-06-10,14.85
2015-06-11,14.946
2015-06-12,14.861
2015-06-15,14.786
2015-06-16,14.835
2015-06-17,14.821
2015-06-18,14.772
2015-06-19,14.823
2015-06-22,14.907
2015-06-23,15.099
2015-06-24,15.039
2015-06-25,15.011
2015-06-26,15.018
2015-06-29,14.752
2015-06-30,14.752
2015-07-01,14.877
2015-07-02,14.871
2015-07-03,14.843
2015-07-06,14.761
2015-07-07,14.854
2015-07-08,14.638
2015-07-09,14.701
2015-07-10,14.768
2015-07-13,14.953
2015-07-14,15.071
2015-07-15,15.128
2015-07-16,15.276
2015-07-17,15.312
2015-07-20,15.307
2015-07-21,15.207
2015-07-22,15.196
2015-07-23,15.073
2015-07-24,14.97
2015-07-27,14.746
2015-07-28,14.885
2015-07-29,14.991
2015-07-30,15.081
2015-07-31,15.088
2015-08-03,15.006
2015-08-04,15.041
2015-08-05,15.176
2015-08-06,15.075
2015-08-07,15.005
2015-08-10,15.086
2015-08-11,14.916
2015-08-12,14.711
2015-08-13,14.778
2015-08-14,14.805
2015-08-17,14.882
2015-08-18,14.897
2015-08-19,14.771
2015-08-20,14.442
2015-08-21,14.042
2015-08-24,13.999
2015-08-25,13.544
2015-08-26,13.747
2015-08-27,14.111
2015-08-28,14.146
2015-08-31,14.098
2015-09-01,13.764
2015-09-02,13.757
2015-09-03,14.048
2015-09-04,13.971
2015-09-07,13.883
2015-09-08,14.021
2015-09-09,14.054
2015-09-10,13.991
2015-09-11,13.947
2015-09-14,13.899
2015-09-15,14.005
2015-09-16,14.095
2015-09-17,14.095
2015-09-18,13.868
2015-09-21,14.022
2015-09-22,13.887
2015-09-23,13.871
2015-09-24,13.688
2015-09-25,13.857
2015-09-28,13.623
2015-09-29,13.548
2015-09-30,13.787
2015-10-01,13.784
2015-10-02,13.827
2015-10-05,14.07
2015-10-06,14.035
2015-10-07,14.121
2015-10-08,14.141
2015-10-09,14.158
2015-10-12,14.158
2015-10-13,14.048
2015-10-14,13.938
2015-10-15,14.123
2015-10-16,14.189
2015-10-19,14.24
2015-10-20,14.204
2015-10-21,14.163
2015-10-22,14.422
2015-10-23,14.443
2015-10-26,14.67
2015-10-27,14.565
2015-10-28,14.664
2015-10-29,14.722
2015-10-30,14.644
2015-11-02,14.735
2015-11-03,14.792
2015-11-04,14.865
2015-11-05,14.857
2015-11-06,14.961
2015-11-09,14.876
2015-11-10,14.881
2015-11-11,14.882
2015-11-12,14.721
2015-11-13,14.635
2015-11-16,14.719
2015-11-17,14.856
2015-11-18,14.953
2015-11-19,14.923
2015-11-20,15.002
2015-11-23,15.002
2015-11-24,14.986
2015-11-25,15.021
2015-11-26,15.098
2015-11-27,15.112
2015-11-30,15.106
2015-12-01,15.166
2015-12-02,15.117
2015-12-03,14.724
2015-12-04,14.693
2015-12-07,14.77
2015-12-09,14.498
2015-12-10,14.513
2015-12-11,14.296
2015-12-14,14.211
2015-12-15,14.401
2015-12-16,14.515
2015-12-17,14.559
2015-12-18,14.555
2015-12-21,14.419
2015-12-22,14.411
2015-12-23,14.489
2015-12-28,14.49
2015-12-29,14.498
2015-12-30,14.502
2015-12-31,14.604
2016-01-04,14.588
2016-01-05,14.516
2016-01-07,14.049
2016-01-08,13.873
2016-01-11,13.892
2016-01-12,13.963
2016-01-13,13.815
2016-01-20,13.428
2016-01-27,13.686
2016-01-29,13.917
2016-02-03,13.665
2016-02-10,13.026
2016-02-17,13.276
2016-02-24,13.511
2016-02-29,13.687
2016-03-02,13.934
2016-03-09,13.897
2016-03-16,13.967
2016-03-23,14.101
2016-03-31,14.095
2016-04-06,13.909
2016-04-13,14.098
2016-04-20,14.261
2016-04-29,14.136
2016-05-04,13.953
2016-05-11,14.046
2016-05-18,13.941
2016-05-25,14.192
2016-05-31,14.281
2016-06-08,14.282
2016-06-15,13.942
2016-06-22,14.101
2016-06-30,13.95
2016-07-06,13.909
2016-07-13,14.344
2016-07-20,14.424
2016-07-29,14.461
2016-08-03,14.291
2016-08-10,14.536
2016-08-17,14.483
2016-08-24,14.546
2016-08-31,14.532
2016-09-07,14.622
2016-09-14,14.32
2016-09-21,14.506
2016-09-28,14.523
2016-09-30,14.439
2016-10-05,14.479
2016-10-12,14.431
2016-10-19,14.449
2016-10-26,14.434
2016-10-31,14.375
2016-11-09,14.173
2016-11-16,14.575
2016-11-23,14.707
2016-11-30,14.737
2016-12-07,14.809
2016-12-14,15.092
2016-12-21,15.16
2016-12-31,15.048
2017-01-04,15.153
2017-01-11,15.196
2017-01-18,15.116
2017-01-25,15.231
2017-01-31,15.125
2017-02-08,15.185
2017-02-15,15.401
2017-02-22,15.522
2017-02-28,15.485
2017-03-08,15.535
2017-03-15,15.582
2017-03-22,15.42
2017-03-31,15.563
2017-04-05,15.544
2017-04-12,15.548
2017-04-19,15.412
2017-04-28,15.747
2017-05-03,15.78
2017-05-10,15.868
2017-05-17,15.867
2017-05-24,15.871
2017-05-31,15.911
2017-06-07,15.995
2017-06-14,16.043
2017-06-21,15.989
2017-06-30,15.902
2017-07-05,15.949
2017-07-12,15.96
2017-07-19,16.08
2017-07-26,16.127
2017-07-31,16.076
2017-08-09,16.087
2017-08-16,16.061
2017-08-23,15.986
2017-08-31,16.01
2017-09-06,15.962
2017-09-13,16.182
2017-09-20,16.253
2017-09-29,16.329
2017-10-04,16.465
2017-10-11,16.522
2017-10-18,16.6
2017-10-25,16.639
2017-10-31,16.76
2017-11-08,16.811
2017-11-15,16.594
2017-11-22,16.769
2017-11-30,16.831
2017-12-06,16.754
2017-12-13,16.96
2017-12-20,17.042
2017-12-31,17.029
2018-01-03,17.043
2018-01-10,17.373
2018-01-17,17.406
2018-01-24,17.633
2018-01-31,17.444
2018-02-07,16.846
2018-02-14,16.707
2018-02-21,16.946
2018-02-28,17.074
2018-03-07,16.843
2018-03-14,17.105
2018-03-21,16.932
2018-03-29,16.531
2018-04-04,16.479
2018-04-11,16.791
2018-04-18,17.006
2018-04-26,16.848
2018-04-30,16.992
2018-05-09,17.06
2018-05-16,17.231
2018-05-23,17.255
2018-05-31,17.034
2018-06-06,17.257
2018-06-13,17.357
2018-06-20,17.232
2018-06-27,16.972
2018-06-29,16.997
2018-07-04,16.978
2018-07-11,17.164
2018-07-18,17.307
2018-07-25,17.345
2018-07-31,17.323
2018-08-08,17.491
2018-08-16,17.26
2018-08-22,17.417
2018-08-31,17.513
2018-09-05,17.43
2018-09-12,17.354
2018-09-19,17.461
2018-09-28,17.536
2018-10-03,17.532
2018-10-10,17.269
2018-10-17,16.988
2018-10-24,16.649
2018-10-31,16.563
2018-11-07,16.86
2018-11-14,16.644
2018-11-21,16.256
2018-11-30,16.587
2018-12-05,16.718
2018-12-12,16.173
2018-12-19,15.822
2018-12-27,15.452
2018-12-31,15.635
2019-01-02,15.583
2019-01-09,15.99
2019-01-16,16.1
2019-01-23,16.209
2019-01-31,16.401
2019-02-06,16.601
2019-02-13,16.62
2019-02-20,16.78
2019-02-28,16.786
2019-03-06,16.791
2019-03-13,16.76
2019-03-20,16.961
2019-03-29,16.849
2019-04-03,17.096
2019-04-10,17.126
2019-04-17,17.209
2019-04-24,17.292
2019-04-30,17.337
2019-05-08,17.068
2019-05-15,16.813
2019-05-22,16.97
2019-05-31,16.577
2019-06-05,16.71
2019-06-12,17.012
2019-06-19,17.161
2019-06-28,17.159
2019-07-03,17.359
2019-07-10,17.336
2019-07-17,17.419
2019-07-24,17.411
2019-07-31,17.365
2019-08-07,16.805
2019-08-14,16.865
2019-08-21,16.85
2019-08-30,16.943
2019-09-04,16.972
2019-09-11,17.216
2019-09-18,17.307
2019-09-25,17.168
2019-09-30,17.188
2019-10-09,16.877
2019-10-16,17.295
2019-10-23,17.298
2019-10-31,17.508
2019-11-06,17.652
2019-11-13,17.723
2019-11-20,17.77
2019-11-29,17.915
2019-12-04,17.687
2019-12-11,17.811
2019-12-18,18.08
2019-12-27,18.227
2019-12-31,18.195
2020-01-08,18.167
2020-01-15,18.353
2020-01-22,18.504
2020-01-31,18.265
2020-02-05,18.455
2020-02-12,18.634
2020-02-19,18.666
2020-02-28,16.841
2020-03-04,17.245
2020-03-11,16.277
2020-03-18,14.537
2020-03-25,14.954
2020-03-31,15.481
2020-04-08,15.578
2020-04-15,16.1
2020-04-22,15.89
2020-04-30,16.644
2020-05-06,16.354
2020-05-13,16.38
2020-05-20,16.623
2020-05-29,17.003
2020-06-03,17.315
2020-06-10,17.635
2020-06-17,17.445
2020-06-24,17.317
2020-06-30,17.108
2020-07-08,17.422
2020-07-15,17.665
2020-07-22,17.787
2020-07-31,17.66
2020-08-05,17.815
2020-08-12,18.011
2020-08-19,18.092
2020-08-26,18.262
2020-08-31,18.381
2020-09-09,17.879
2020-09-16,18.156
2020-09-23,17.823
2020-09-30,17.854
2020-10-07,18.014
2020-10-14,18.44
2020-10-21,18.146
2020-10-30,17.477
2020-11-04,17.956
2020-11-11,18.545
2020-11-18,18.746
2020-11-25,18.872
2020-11-30,18.907
2020-12-09,19.136
2020-12-16,19.114
2020-12-23,19.101
2020-12-31,19.26
2021-01-07,19.433
2021-01-13,19.625
2021-01-20,19.66
2021-01-29,19.406
2021-02-03,19.676
2021-02-10,19.967
2021-02-17,20.117
2021-02-26,19.731
2021-03-03,20.012
2021-03-10,19.992
2021-03-17,20.322
2021-03-24,20.119
2021-03-31,20.374
2021-04-07,20.733
2021-04-14,20.902
2021-04-21,20.825
2021-04-22,20.97
2021-04-30,21.047
2021-05-05,20.936
2021-05-12,20.889
2021-05-19,20.773
2021-05-26,21.066
2021-05-31,21.188
2021-06-09,21.255
2021-06-16,21.322
2021-06-23,21.197
2021-06-30,21.386
2021-07-07,21.543
2021-07-14,21.641
2021-07-21,21.478
2021-07-28,21.641
2021-07-30,21.622
2021-08-04,21.778
2021-08-11,21.875
2021-08-18,21.865
2021-08-25,21.94
2021-08-31,22.091
2021-09-08,22.08
2021-09-15,21.893
2021-09-22,21.637
2021-09-30,21.67
2021-10-06,21.294
2021-10-13,21.554
2021-10-20,22.097
2021-10-29,22.23
2021-11-03,22.493
2021-11-10,22.664
2021-11-17,22.793
2021-11-24,22.7
2021-11-30,22.304
2021-12-09,22.695
2021-12-15,22.472
2021-12-22,22.495
2021-12-31,22.992
2022-01-05,23.032
2022-01-12,22.775
2022-01-19,22.346
2022-01-26,21.772
2022-01-31,21.825
2022-02-09,22.242
2022-02-16,22.005
2022-02-23,21.566
2022-02-28,21.354
2022-03-09,20.934
2022-03-16,21.288
2022-03-23,21.976
2022-03-31,22.18
2022-04-06,21.902
2022-04-13,21.629
2022-04-20,21.714
2022-04-29,21.188
2022-05-04,20.979
2022-05-11,20.458
2022-05-18,20.726
2022-05-25,20.29
2022-05-31,20.95
